"","Item.Code","X.x","Conversion.Ratio","X.y","Date","Month.Year","Warehouse.Code","Customer.Code","Order.Number","Order.Line.Number","Units","Euros","TotalValue"
"4514","951345-45",6744,0.064,570419,"11/3/2021","Mar-21",3403434,"5003451-51",21013968,28,20,29.5,590
"4515","951365-65",11303,22.4514,51241,"12/1/2021","Jan-21",3403434,"5293132-32",20245714,4,1,258.2,258.2
"4516","951367-67",11365,40.004,832931,"14/4/2021","Apr-21",3403434,"5003269-69",21024819,2,1,474.03,474.03
"4517","951444-44",11088,0.0444,1523939,"29/6/2021","Jun-21",3403434,"5003269-69",21042056,21,20,39.32,786.4
"4518","951444-44",11088,0.0444,1577904,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,28,100,196.62,19662
"4519","951444-44",11088,0.0444,1581187,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,25,80,157.3,12584
"4520","951444-44",11088,0.0444,1509044,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,27,20,39.32,786.4
"4521","951444-44",11088,0.0444,1552296,"1/7/2021","Jun-21",3403434,"5003474-74",21017001,24,20,39.32,786.4
"4522","951469-69",6676,0.039,1509062,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,45,25,20.37,509.25
"4523","951469-69",6676,0.039,1577921,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,45,125,101.86,12732.5
"4524","951469-69",6676,0.039,1165111,"25/5/2021","May-21",3403434,"9066250-50",21022057,45,175,205.82,36018.5
"4525","951473-73",6745,0.054,993732,"4/5/2021","Apr-21",3403434,"9001746-46",21030148,23,20,29.62,592.4
"4526","951476-76",9393,0.0573,1509088,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,71,25,25.85,646.25
"4527","951476-76",9393,0.0573,1577947,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,71,50,51.69,2584.5
"4528","951482-82",11572,0.0675,1552432,"1/7/2021","Jun-21",3403434,"5003474-74",21017024,48,200,145.2,29040
"4529","951482-82",11572,0.0675,1552338,"1/7/2021","Jun-21",3403434,"5003474-74",21017001,66,25,18.15,453.75
"4530","951482-82",11572,0.0675,1581117,"5/7/2021","Jul-21",3403434,"5003476-76",21017027,75,75,54.45,4083.75
"4531","951482-82",11572,0.0675,1581241,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,81,25,18.15,453.75
"4532","951737-37",5899,0.162,993731,"4/5/2021","Apr-21",3403434,"9001746-46",21030148,22,2,35.55,71.1
"4533","951862-62",11821,11.2305,1577988,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,113,1,290.18,290.18
"4534","952494-94",1792,0.0915,128979,"20/1/2021","Jan-21",3403434,"5006517-17",21002317,4,48,90.36,4337.28
"4535","952494-94",1792,0.0915,1347379,"11/6/2021","Jun-21",3403434,"5002915-15",21037546,4,120,232.8,27936
"4536","952494-94",1792,0.0915,75172,"14/1/2021","Jan-21",3403434,"5003269-69",21000869,6,24,46.6,1118.4
"4537","952494-94",1792,0.0915,2297366,"16/9/2021","Sep-21",3403434,"5002915-15",21082333,3,96,186.24,17879.04
"4538","952494-94",1792,0.0915,114364,"19/1/2021","Jan-21",3403434,"5002915-15",21002048,2,216,419.41,90592.56
"4539","952494-94",1792,0.0915,488800,"2/3/2021","Feb-21",3403434,"5003269-69",21011367,7,48,93.12,4469.76
"4540","952530-30",1033,0.1122,1025763,"7/5/2021","Apr-21",3403434,"5003451-51",21030990,6,120,201.05,24126
"4541","952530-30",1033,0.1122,114365,"19/1/2021","Jan-21",3403434,"5002915-15",21002048,3,260,438.44,113994.4
"4542","952530-30",1033,0.1122,488924,"2/3/2021","Feb-21",3403434,"5029913-13",21011222,2,2400,4318.08,10363392
"4543","952530-30",1033,0.1122,691642,"25/3/2021","Mar-21",3403434,"5006517-17",21018956,1,120,215.98,25917.6
"4544","952530-30",1033,0.1122,1815508,"27/7/2021","Jul-21",3403434,"5006517-17",21058996,1,200,359.96,71992
"4545","952530-30",1033,0.1122,907538,"22/4/2021","Apr-21",3403434,"5002915-15",21026829,2,600,1005.24,603144
"4546","952530-30",1033,0.1122,1386679,"15/6/2021","Jun-21",3403434,"5029913-13",21038108,1,2400,4403.52,10568448
"4547","952530-30",1033,0.1122,1772076,"22/7/2021","Jul-21",3403434,"5003476-76",21053217,4,200,335.08,67016
"4548","952530-30",1033,0.1122,2336103,"21/9/2021","Sep-21",3403434,"5029913-13",21082898,1,2400,4403.52,10568448
"4549","952530-30",1033,0.1122,1347377,"11/6/2021","Jun-21",3403434,"5002915-15",21037546,2,100,167.54,16754
"4550","952530-30",1033,0.1122,1879637,"3/8/2021","Aug-21",3403434,"5029913-13",21070918,2,2400,4403.52,10568448
"4551","952530-30",1033,0.1122,2558375,"15/10/2021","Oct-21",3403434,"5006517-17",21087556,1,140,251.97,35275.8
"4552","952530-30",1033,0.1122,1106961,"18/5/2021","May-21",3403434,"5006517-17",21033180,1,120,215.98,25917.6
"4553","952530-30",1033,0.1122,2325103,"20/9/2021","Sep-21",3403434,"5003476-76",21053218,4,200,335.08,67016
"4554","952530-30",1033,0.1122,1698404,"15/7/2021","Jul-21",3403434,"5006517-17",21050564,1,200,359.96,71992
"4555","952530-30",1033,0.1122,375225,"16/2/2021","Feb-21",3403434,"5006517-17",21008983,1,200,363.28,72656
"4556","952530-30",1033,0.1122,247911,"2/2/2021","Jan-21",3403434,"5029913-13",21005070,1,2400,4318.08,10363392
"4557","952530-30",1033,0.1122,488794,"2/3/2021","Feb-21",3403434,"5003269-69",21011367,1,200,335.08,67016
"4558","952530-30",1033,0.1122,746787,"1/4/2021","Mar-21",3403434,"5029913-13",21020520,1,2400,4403.52,10568448
"4559","952530-30",1033,0.1122,1592983,"6/7/2021","Jul-21",3403434,"5029913-13",21045794,2,2400,4403.52,10568448
"4560","952530-30",1033,0.1122,128976,"20/1/2021","Jan-21",3403434,"5006517-17",21002317,1,200,363.28,72656
"4561","952530-30",1033,0.1122,883067,"20/4/2021","Apr-21",3403434,"5029913-13",21025948,2,2400,4403.52,10568448
"4562","952530-30",1033,0.1122,2136818,"31/8/2021","Aug-21",3403434,"5293132-32",21078842,1,60,100.52,6031.2
"4563","952530-30",1033,0.1122,2297364,"16/9/2021","Sep-21",3403434,"5002915-15",21082333,1,300,502.62,150786
"4564","952530-30",1033,0.1122,75168,"14/1/2021","Jan-21",3403434,"5003269-69",21000869,1,40,67.45,2698
"4565","952530-30",1033,0.1122,1060145,"12/5/2021","May-21",3403434,"5029913-13",21031568,2,2400,4403.52,10568448
"4566","952547-47",131,0.0368,1967504,"11/8/2021","Aug-21",3403434,"5340669-69",21002768,1,3600,2772,9979200
"4567","952547-47",131,0.0368,513009,"4/3/2021","Feb-21",3403434,"5340672-72",21000544,2,3600,2772,9979200
"4568","952547-47",131,0.0368,786168,"7/4/2021","Apr-21",3403434,"5340672-72",21001118,1,3600,2772,9979200
"4569","952547-47",131,0.0368,1654388,"12/7/2021","Jul-21",3403434,"5340672-72",21002524,1,7200,5544,39916800
"4570","952547-47",131,0.0368,53570,"12/1/2021","Jan-21",3403434,"5340672-72",20203402,2,7200,5544,39916800
"4571","952547-47",131,0.0368,41208,"11/1/2021","Jan-21",3403434,"5340669-69",20203403,2,7200,5544,39916800
"4572","952547-47",131,0.0368,1499583,"25/6/2021","Jun-21",3403434,"5340672-72",21002162,1,3600,2772,9979200
"4573","952547-47",131,0.0368,1654374,"12/7/2021","Jul-21",3403434,"5340669-69",21002529,1,7200,5544,39916800
"4574","952547-47",131,0.0368,2535241,"13/10/2021","Oct-21",3403434,"5340672-72",21004323,1,10800,8532,92145600
"4575","952547-47",131,0.0368,559071,"10/3/2021","Mar-21",3403434,"5340672-72",21000804,2,3600,2772,9979200
"4576","952547-47",131,0.0368,2078176,"24/8/2021","Aug-21",3403434,"5340672-72",21003624,1,3600,2772,9979200
"4577","952547-47",131,0.0368,725987,"30/3/2021","Mar-21",3403434,"5340672-72",21001046,1,3600,2772,9979200
"4578","952547-47",131,0.0368,1967642,"11/8/2021","Aug-21",3403434,"5340672-72",21002763,1,3600,2772,9979200
"4579","952547-47",131,0.0368,1967644,"11/8/2021","Aug-21",3403434,"5340672-72",21003490,1,3600,2772,9979200
"4580","952547-47",131,0.0368,943987,"27/4/2021","Apr-21",3403434,"5340672-72",21001492,1,3600,2772,9979200
"4581","952547-47",131,0.0368,1197135,"27/5/2021","May-21",3403434,"5340672-72",21001838,1,3600,2772,9979200
"4582","952547-47",131,0.0368,197242,"27/1/2021","Jan-21",3403434,"5340672-72",21000117,2,3600,2772,9979200
"4583","952547-47",131,0.0368,2248742,"10/9/2021","Sep-21",3403434,"5340669-69",21003667,1,3600,2772,9979200
"4584","952547-47",131,0.0368,1462191,"22/6/2021","Jun-21",3403434,"5340669-69",21002161,1,3600,2772,9979200
"4585","952547-47",131,0.0368,1499585,"25/6/2021","Jun-21",3403434,"5340672-72",21002249,1,3600,2772,9979200
"4586","952547-47",131,0.0368,1123075,"19/5/2021","May-21",3403434,"5340672-72",21001651,1,7200,5544,39916800
"4587","953017-17",11454,0.075,1094533,"17/5/2021","May-21",3403434,"5029913-13",21011469,15,720,2496.53,1797501.6
"4588","953017-17",11454,0.075,1165108,"25/5/2021","May-21",3403434,"9066250-50",21022057,42,870,3016.64,2624476.8
"4589","953017-17",11454,0.075,1232409,"1/6/2021","May-21",3403434,"9066250-50",21022259,5,1530,5305.12,8116833.6
"4590","953017-17",11454,0.075,1444510,"21/6/2021","Jun-21",3403434,"9066250-50",21022334,5,1020,3536.75,3607485
"4591","953017-17",11454,0.075,1177324,"26/5/2021","May-21",3403434,"5029913-13",21027239,11,660,2288.48,1510396.8
"4592","956471-71",3074,0.00086,1577992,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,117,1,0,0
"4593","956471-71",3074,0.00086,1581297,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,143,1,0,0
"4594","956472-72",3075,0.00083,1581296,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,142,1,0,0
"4595","956472-72",3075,0.00083,1577991,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,116,1,0,0
"4596","956473-73",3076,0.00089,1581295,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,141,1,0,0
"4597","956474-74",3077,0.00088,1581294,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,140,1,0,0
"4598","956474-74",3077,0.00088,1577990,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,115,1,0,0
"4599","958062-62",11736,0.058,1581221,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,61,50,64.5,3225
"4600","958062-62",11736,0.058,1509061,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,44,25,32.25,806.25
"4601","958062-62",11736,0.058,1552319,"1/7/2021","Jun-21",3403434,"5003474-74",21017001,47,25,32.25,806.25
"4602","958062-62",11736,0.058,1577919,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,43,25,32.25,806.25
"4603","958062-62",11736,0.058,1523947,"29/6/2021","Jun-21",3403434,"5003269-69",21042056,29,25,32.25,806.25
"4604","9581501-01",5400,0.058,993757,"4/5/2021","Apr-21",3403434,"9001746-46",21030148,48,12,25.31,303.72
"4605","958158-58",11748,0.022,1552415,"1/7/2021","Jun-21",3403434,"5003474-74",21017024,31,60,44.95,2697
"4606","958158-58",11748,0.022,1552320,"1/7/2021","Jun-21",3403434,"5003474-74",21017001,48,20,14.98,299.6
"4607","958158-58",11748,0.022,1581222,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,62,20,14.98,299.6
"4608","958158-58",11748,0.022,1165114,"25/5/2021","May-21",3403434,"9066250-50",21022057,48,1140,1109.45,1264773
"4609","958158-58",11748,0.022,1581098,"5/7/2021","Jul-21",3403434,"5003476-76",21017027,55,140,104.87,14681.8
"4610","958159-59",11749,0.022,1509063,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,46,20,14.98,299.6
"4611","958159-59",11749,0.022,1581099,"5/7/2021","Jul-21",3403434,"5003476-76",21017027,56,100,74.91,7491
"4612","958159-59",11749,0.022,1552416,"1/7/2021","Jun-21",3403434,"5003474-74",21017024,32,40,29.96,1198.4
"4613","958159-59",11749,0.022,1165115,"25/5/2021","May-21",3403434,"9066250-50",21022057,49,980,953.74,934665.2
"4614","958159-59",11749,0.022,1581223,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,63,20,14.98,299.6
"4615","958159-59",11749,0.022,1577922,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,46,40,29.96,1198.4
"4616","958159-59",11749,0.022,1552321,"1/7/2021","Jun-21",3403434,"5003474-74",21017001,49,20,14.98,299.6
"4617","958160-60",11750,0.028,1165112,"25/5/2021","May-21",3403434,"9066250-50",21022057,46,300,539.52,161856
"4618","958160-60",11750,0.028,1577923,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,47,50,69.22,3461
"4619","958160-60",11750,0.028,1509064,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,47,25,34.61,865.25
"4620","958161-61",11751,0.028,1577924,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,48,75,103.82,7786.5
"4621","958161-61",11751,0.028,1165113,"25/5/2021","May-21",3403434,"9066250-50",21022057,47,200,359.68,71936
"4622","958161-61",11751,0.028,1509065,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,48,25,34.61,865.25
"4623","9581661-61",5402,0.118,2458328,"5/10/2021","Oct-21",3403434,"5494889-89",21084936,51,48,136.58,6555.84
"4624","9581661-61",5402,0.118,570426,"11/3/2021","Mar-21",3403434,"5003451-51",21013968,35,18,39.43,709.74
"4625","9581661-61",5402,0.118,993758,"4/5/2021","Apr-21",3403434,"9001746-46",21030148,49,6,25.31,151.86
"4626","9581661-61",5402,0.118,374249,"16/2/2021","Feb-21",3403434,"5002915-15",21008835,40,18,40.31,725.58
"4627","9581661-61",5402,0.118,1025738,"7/5/2021","Apr-21",3403434,"5003451-51",21030962,53,24,52.57,1261.68
"4628","9581661-61",5402,0.118,1220060,"31/5/2021","May-21",3403434,"5003451-51",21035518,39,24,52.57,1261.68
"4629","9581661-61",5402,0.118,25447,"8/1/2021","Jan-21",3403434,"5003451-51",21000061,66,24,53.75,1290
"4630","9581661-61",5402,0.118,1165036,"25/5/2021","May-21",3403434,"9066250-50",21021776,15,576,1639.01,944069.76
"4631","9581661-61",5402,0.118,363037,"15/2/2021","Feb-21",3403434,"5003451-51",21007784,25,30,0,0
"4632","9581661-61",5402,0.118,114424,"19/1/2021","Jan-21",3403434,"5002915-15",21002514,57,12,26.87,322.44
"4633","9581661-61",5402,0.118,2398435,"28/9/2021","Sep-21",3403434,"5494889-89",21084026,50,42,119.51,5019.42
"4634","9581661-61",5402,0.118,1509104,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,87,6,12.49,74.94
"4635","9581661-61",5402,0.118,2533102,"13/10/2021","Oct-21",3403434,"5002915-15",21086664,77,18,39.43,709.74
"4636","9581661-61",5402,0.118,1577964,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,88,60,124.85,7491
"4637","9581661-61",5402,0.118,208624,"28/1/2021","Jan-21",3403434,"5003451-51",21004566,64,12,26.87,322.44
"4638","9581661-61",5402,0.118,735533,"31/3/2021","Mar-21",3403434,"5003451-51",21021247,40,12,26.28,315.36
"4639","9581661-61",5402,0.118,2336197,"21/9/2021","Sep-21",3403434,"5494889-89",21083303,49,66,187.8,12394.8
"4640","9581671-71",5403,0.09,1552452,"1/7/2021","Jun-21",3403434,"5003474-74",21017024,68,30,46.89,1406.7
"4641","9581671-71",5403,0.09,1552361,"1/7/2021","Jun-21",3403434,"5003474-74",21017001,91,6,9.38,56.28
"4642","9581671-71",5403,0.09,102456,"18/1/2021","Jan-21",3403434,"5003476-76",21001330,19,30,50.39,1511.7
"4643","9581681-81",5404,0.172,993755,"4/5/2021","Apr-21",3403434,"9001746-46",21030148,46,2,12.23,24.46
"4644","9581691-91",5406,0.172,993754,"4/5/2021","Apr-21",3403434,"9001746-46",21030148,45,2,12.23,24.46
"4645","9581701-01",5408,0.172,2376073,"24/9/2021","Sep-21",3403434,"5262267-67",21000320,20,160,531.89,85102.4
"4646","9581701-01",5408,0.172,993756,"4/5/2021","Apr-21",3403434,"9001746-46",21030148,47,15,91.69,1375.35
"4647","9581711-11",5410,0.172,993753,"4/5/2021","Apr-21",3403434,"9001746-46",21030148,44,2,12.23,24.46
"4648","961522-22",13246,0.70658,2661810,"27/10/2021","Oct-21",3403434,"5334855-55",21009276,2,5,77.777777,388.888885
"4649","963543-43",2968,56.584,112,"4/1/2021","Jan-21",3403434,"5002915-15",20247100,1,2,381.47,762.94
"4650","9646491-91",1520,41.38655,1163696,"25/5/2021","May-21",3403434,"5002915-15",21028608,1,1,483.12,483.12
"4651","9646491-91",1520,41.38655,1649958,"12/7/2021","Jul-21",3403434,"5002915-15",21048591,1,1,493.86,493.86
"4652","9647621-21",11660,0.1052,2661814,"27/10/2021","Oct-21",3403434,"5334855-55",21009276,6,20,55.555555,1111.1111
"4653","964764-64",10251,0.01988,114402,"19/1/2021","Jan-21",3403434,"5002915-15",21002514,35,20,19.87,397.4
"4654","964764-64",10251,0.01988,1047390,"11/5/2021","May-21",3403434,"5002915-15",21031660,13,20,19.18,383.6
"4655","964764-64",10251,0.01988,832557,"14/4/2021","Apr-21",3403434,"5002915-15",21024808,10,20,19.18,383.6
"4656","964765-65",10252,0.01988,114399,"19/1/2021","Jan-21",3403434,"5002915-15",21002514,32,20,19.87,397.4
"4657","964765-65",10252,0.01988,2359982,"23/9/2021","Sep-21",3403434,"5029913-13",21083282,9,560,697.59,390650.4
"4658","964765-65",10252,0.01988,2164599,"2/9/2021","Aug-21",3403434,"5029913-13",21079639,4,560,697.59,390650.4
"4659","964765-65",10252,0.01988,832556,"14/4/2021","Apr-21",3403434,"5002915-15",21024808,9,20,19.18,383.6
"4660","964765-65",10252,0.01988,1484939,"24/6/2021","Jun-21",3403434,"5029913-13",21039691,14,560,697.59,390650.4
"4661","964765-65",10252,0.01988,619355,"17/3/2021","Mar-21",3403434,"5029913-13",21015794,24,1120,1395.18,1562601.6
"4662","964765-65",10252,0.01988,953165,"28/4/2021","Apr-21",3403434,"5029913-13",21028448,14,560,697.59,390650.4
"4663","964768-68",11649,0.05728,374256,"16/2/2021","Feb-21",3403434,"5002915-15",21008835,50,20,79.49,1589.8
"4664","964787-87",10961,0.02421,397917,"18/2/2021","Feb-21",3403434,"5029913-13",21009087,25,560,506.41,283589.6
"4665","964787-87",10961,0.02421,500669,"3/3/2021","Feb-21",3403434,"5029913-13",21011516,9,560,506.41,283589.6
"4666","964787-87",10961,0.02421,1047430,"11/5/2021","May-21",3403434,"5002915-15",21031660,55,20,13.92,278.4
"4667","964787-87",10961,0.02421,1893773,"4/8/2021","Aug-21",3403434,"5029913-13",21040143,28,1120,1012.82,1134358.4
"4668","964787-87",10961,0.02421,1014130,"6/5/2021","Apr-21",3403434,"5029913-13",21030373,15,560,506.41,283589.6
"4669","964787-87",10961,0.02421,619356,"17/3/2021","Mar-21",3403434,"5029913-13",21015794,25,560,506.41,283589.6
"4670","964787-87",10961,0.02421,746813,"1/4/2021","Mar-21",3403434,"5029913-13",21022127,23,1120,1012.82,1134358.4
"4671","964787-87",10961,0.02421,1144297,"21/5/2021","May-21",3403434,"5029913-13",21033917,11,560,506.41,283589.6
"4672","964787-87",10961,0.02421,1107873,"18/5/2021","May-21",3403434,"5003451-51",21033036,29,20,13.92,278.4
"4673","964787-87",10961,0.02421,1577952,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,76,100,69.61,6961
"4674","964787-87",10961,0.02421,870551,"19/4/2021","Apr-21",3403434,"5029913-13",21025759,6,560,506.41,283589.6
"4675","964787-87",10961,0.02421,618724,"17/3/2021","Mar-21",3403434,"5002915-15",21016274,42,40,27.84,1113.6
"4676","964787-87",10961,0.02421,1729613,"19/7/2021","Jul-21",3403434,"5029913-13",21051187,6,560,506.41,283589.6
"4677","964787-87",10961,0.02421,1257687,"3/6/2021","May-21",3403434,"5029913-13",21036186,6,560,506.41,283589.6
"4678","964787-87",10961,0.02421,1610046,"7/7/2021","Jul-21",3403434,"5029913-13",21040111,34,1680,1519.22,2552289.6
"4679","964787-87",10961,0.02421,22955,"8/1/2021","Jan-21",3403434,"5029913-13",20258208,13,560,506.41,283589.6
"4680","964787-87",10961,0.02421,512168,"4/3/2021","Feb-21",3403434,"5003451-51",21011938,14,20,14.43,288.6
"4681","964787-87",10961,0.02421,2534278,"13/10/2021","Oct-21",3403434,"5003451-51",21086094,47,20,13.92,278.4
"4682","964787-87",10961,0.02421,208001,"28/1/2021","Jan-21",3403434,"5029913-13",21004423,24,1060,958.56,1016073.6
"4683","964787-87",10961,0.02421,1581258,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,100,20,13.92,278.4
"4684","964787-87",10961,0.02421,128675,"20/1/2021","Jan-21",3403434,"5029913-13",21002923,17,560,506.41,283589.6
"4685","964787-87",10961,0.02421,1509093,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,76,20,13.92,278.4
"4686","964787-87",10961,0.02421,607633,"16/3/2021","Mar-21",3403434,"5003476-76",21015125,33,20,13.92,278.4
"4687","964787-87",10961,0.02421,62089,"13/1/2021","Jan-21",3403434,"5029913-13",21000584,18,560,506.41,283589.6
"4688","964796-96",5316,0.06,1581264,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,107,20,25.89,517.8
"4689","964796-96",5316,0.06,1552357,"1/7/2021","Jun-21",3403434,"5003474-74",21017001,87,10,12.94,129.4
"4690","964800-00",10962,0.20496,113862,"19/1/2021","Jan-21",3403434,"115-15",21000061,9,10,0,0
"4691","964805-05",8892,0.0333,114397,"19/1/2021","Jan-21",3403434,"5002915-15",21002514,30,20,15.94,318.8
"4692","964805-05",8892,0.0333,1047404,"11/5/2021","May-21",3403434,"5002915-15",21031660,28,20,15.87,317.4
"4693","964805-05",8892,0.0333,1219526,"31/5/2021","May-21",3403434,"5293132-32",21035554,58,20,15.87,317.4
"4694","964806-06",8893,0.0333,114398,"19/1/2021","Jan-21",3403434,"5002915-15",21002514,31,20,15.94,318.8
"4695","964806-06",8893,0.0333,1219527,"31/5/2021","May-21",3403434,"5293132-32",21035554,59,20,15.87,317.4
"4696","964809-09",8894,0.0599,1106464,"18/5/2021","May-21",3403434,"5029913-13",21031897,7,100,187.17,18717
"4697","964809-09",8894,0.0599,22956,"8/1/2021","Jan-21",3403434,"5029913-13",20258208,14,300,546.33,163899
"4698","964809-09",8894,0.0599,833297,"14/4/2021","Apr-21",3403434,"5029913-13",21024753,26,300,561.51,168453
"4699","964809-09",8894,0.0599,397918,"18/2/2021","Feb-21",3403434,"5029913-13",21009087,26,300,546.33,163899
"4700","964809-09",8894,0.0599,208002,"28/1/2021","Jan-21",3403434,"5029913-13",21004423,25,300,546.33,163899
"4701","964809-09",8894,0.0599,1106463,"18/5/2021","May-21",3403434,"5029913-13",21031897,7,200,374.34,74868
